Date Reported,Case Number,Classification,Description,Status,Date Occurred,Time Data,Address,Building
10/10/2020, 2020-04263,FRAUD,FORGERY AND COUNTERFEITING COUNTERFEITING, Active,10/07/2020,11:45-10/07/2020, 4201 WALNUT ST,7-11 (WALNUT ST)
10/10/2020, 2020-04275,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Active,10/07/2020,11:45-10/07/2020,2929 WALNUT ST,FMC TOWER
10/12/2020, 2020-04298,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,10/12/2020, 9:20 - 10/12/2020 9:55,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
10/12/2020, 2020-04307,SEX OFFENSE,SEX OFFENSES INDECENT ASSAULT, Active,10/07/2020,11:45-10/07/2020,3925 WALNUT ST,CVS
10/11/2020, 2020-04314,ROBBERY,ROBBERY HIGHWAY NO WEAPON, Active,10/07/2020,11:45-10/07/2020, 3900 POWELTON AVE, 3900 BLOCK OF POWELTON
10/12/2020, 2020-04315, ASSAULT/DATING,DOM ASSAULT/DATING VIOLENCE, Active,10/07/2020,11:45-10/07/2020, 4050 CHESTNUT, 4050 CHESTNUT
10/13/2020, 2020-04323,FRAUD,FRAUD OTHER FRAUDS,Active,10/13/2020, 13:27 - 10/13/2020  13:28, 4042-4044 CHESTNUT ST, CHESTNUT STREET
10/13/2020, 2020-04330,FRAUD,EMBEZZLEMENT EMBEZZLEMENT,Active,10/07/2020,11:45-10/07/2020, 3604 CHESTNUT ST,WAWA- CHESTNUT ST
10/13/2020, 2020-04331, BURGLARY,BURGLARY RES/DAY/NO FORCE 6AM - 6PM APT HOUSE,Active,10/07/2020,11:45-10/07/2020  16:45, 115 S 43RD ST,
10/14/2020, 2020-04336, ROBBERY-GUN, ROBBERY HIGHWAY BY HANDGUN, Active,10/07/2020,11:45-10/07/2020 3:26,4028 MARKET ST,
10/14/2020, 2020-04343,THEFT OTHER,THEFT UNDER $50 INC ATTEMPTS ALL OTHERS,Arrest,10/14/2020,12:17 -, SANSOM,
10/14/2020, 2020-04350,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Active,10/12/2020, 15:00 - 10/14/2020  15:00, 220 S 33RD ST, TOWNE BUILDING
10/14/2020, 2020-04351,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,10/14/2020, 6:26 - 10/14/2020 15:30, 3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
10/14/2020, 2020-04359,ASSAULT,OTHER ASSAULTS ASSAULT, Active,10/14/2020,12:30 -,HOSPITAL OF THE UNIV. OF PENN,
10/14/2020, 2020-04361,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Active,10/14/2020,10:20-10/14/2020, 51 N 39TH ST,PRESBYTERIAN HOSPITAL
10/16/2020, 2020-04378, AUTO THEFT,AUTO THEFT STOLEN STOLEN AND RECOVERED PRIOR TO,Arrest,10/14/2020,10:20-10/14/2020, 3600 CIVIC CENTER BLVD,GARAGE 3600
10/17/2020, 2020-04407,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Inactive,10/17/2020, 7:22 - 10/17/2020 7:48,3604 CHESTNUT ST,WAWA- CHESTNUT ST
10/17/2020, 2020-04408, AGGRAVATED ASSAULT,AGG ASSAULT DOMESTIC - OTHER DANGEROUS WEAPON,Arrest,10/17/2020, 8:23 - 10/17/2020 9:14,3549 CHESTNUT ST,UNIVERSITY CITY SHERATON
10/17/2020, 2020-04410,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS, Inactive,10/14/2020,12:00 - 10/17/2020 12:07, FURNESS BUILDING,
10/18/2020, 2020-04424,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,10/17/2020,23:00-10/18/2020,3925 WALNUT ST,RADIAN APTS
10/18/2020, 2020-04425,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,10/16/2020,12:08 - 10/18/2020 12:08, WALNUT,
10/18/2020, 2020-04429, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE,Active,10/18/2020, 19:51 - 10/18/2020  19:52, 4100 LOCUST ST,4100 BLOCK OF LOCUST
10/19/2020, 2020-04436, OTHER OFFENSE, HARASSMENT, Active,10/19/2020, 9:00 - 10/19/2020 9:44,3604 CHESTNUT ST,WAWA- CHESTNUT ST
10/19/2020, 2020-04443,THEFT OTHER,THEFT UNDER $50 INC ATTEMPTS ALL OTHERS,Inactive,10/13/2020, 18:47 - 10/13/2020  18:47, 3930 PINE, PINE
10/19/2020, 2020-04444,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,10/19/2020, 15:08 - 10/19/2020  18:40, 3675 MARKET ST,SCIENCE CENTER 3675
10/20/2020, 2020-04456,FRAUD,FRAUD PASSING WORTHLESS CHECKS, Inactive,10/19/2020, 20:44 - 10/20/2020  14:44, 222 S 40TH ST, GREEK LADY
10/20/2020, 2020-04464, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE,Inactive,10/17/2020,23:00-10/18/2020, 100 S 40TH ST, 100 BLOCK OF S. 40TH
10/21/2020, 2020-04469,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Inactive,10/17/2020,23:00-10/18/2020, 4210 CHESTNUT ST,CHESTNUT ST
10/21/2020, 2020-04479,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,10/19/2020, 20:36 - 10/21/2020  17:35, 3817 SPRUCE ST,MAYER HALL
10/22/2020, 2020-04487,THEFT OTHER,THEFT UNDER $50 INC ATTEMPTS ALL OTHERS,Arrest,10/22/2020,11:20 - 10/22/2020 11:51,ACACIA,
10/23/2020, 2020-04507,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,10/17/2020,23:00-10/18/2020, 4001 WALNUT ST,ACME MARKET
10/23/2020, 2020-04508,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Active,10/22/2020, 14:08 - 10/23/2020  13:22, 4258 CHESTNUT ST,COURTLAND APARTMENTS
10/23/2020, 2020-04510,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Active,10/23/2020, 15:14 - 10/23/2020  15:15, 4013 PINE ST,Phi2 19-20
10/24/2020, 2020-04522,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Active,10/17/2020,23:00-10/18/2020  13:27, 4104 SPRUCE ST,
10/24/2020, 2020-04528,SEX OFFENSE,SEX OFFENSES INDECENT ASSAULT,Active,10/17/2020,23:00-10/18/2020,4000 LOCUST ST,4000 BLOCK OF LOCUST
10/24/2020, 2020-04530,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Active,10/24/2020, 21:10 - 10/24/2020  21:27, 4039 SPRUCE ST,4039 SPRUCE
10/24/2020, 2020-04532, BURGLARY,BURGLARY RES/DAY/FORCE 6AM - 6PM ATTEMPTS,Active,10/24/2020,12:30 - 10/24/2020, 115 S 43RD ST,
10/25/2020, 2020-04539,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Arrest,10/17/2020,23:00-10/18/2020 2:55,3914 DELANCEY ST,
10/25/2020, 2020-04544,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,10/24/2020, 16:15 - 10/24/2020 22:15, 4037 LOCUST ST,
10/26/2020, 2020-04562, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $200 AND OVER",Active,10/26/2020,11:30 - 10/26/2020 12:00,KINGS COURT,
10/26/2020, 2020-04565,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP 500 TO 999.99, Active,10/26/2020,22:11 -,"40/SANSOM, INTERSECTION OF",
10/26/2020, 2020-04566,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP 500 TO 999.99, Active,10/26/2020,22:07 - 10/26/2020 22:13,UNIVERSITY POLICE,
10/26/2020, 2020-04585,SEX OFFENSE,SEX OFFENSES INDECENT ASSAULT,Active,10/17/2020,23:00-10/18/2020,3400 MARKET ST,3400 BLOCK OF MARKET
